task_id,City,T_clear,E_clear,T_dark,E_dark,Delta_T,Delta_E,latitude,hdd,cdd,ghi,t_ave,C_Total_GJ,C_Day_GJ,C_Night_GJ,H_Total_GJ,H_Day_GJ,H_Night_GJ,Total_HVAC_GJ,Annual_DNI_kWhm2,Annual_DHI_kWhm2,t_avg,t_min,t_max,avg_rh,avg_ws,shgc_clear,shgc_dark,Delta_SHGC,Ave_SHGC
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.7_ec0.2_td0.5_ed0.9,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.7,0.2,0.5,0.9,0.2,0.7,29.38,929.1,4315.3,1784.21,21.04,336.2061,239.3839,96.8222,64.1584,23.6454,40.513,400.3645,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.741935,0.570103,0.171832,0.656019
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.7_ec0.5_td0.3_ed0.8,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.7,0.5,0.3,0.8,0.4,0.3,29.38,929.1,4315.3,1784.21,21.04,317.5794,226.1668,91.4126,69.4159,25.4829,43.933,386.9953,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.738268,0.409899,0.328369,0.5740835
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.9_ec0.1_td0.1_ed0.1,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.9,0.1,0.1,0.1,0.8,0,29.38,929.1,4315.3,1784.21,21.04,320.9632,232.1879,88.7753,63.4503,23.351,40.0993,384.4135,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.901883,0.285257,0.616626,0.59357
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.7_ec0.2_td0.1_ed0.2,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.7,0.2,0.1,0.2,0.6,0,29.38,929.1,4315.3,1784.21,21.04,316.122,228.0374,88.0846,67.2139,24.6269,42.587,383.3359,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.741935,0.280975,0.46096,0.511455
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.9_ec0.1_td0.5_ed0.8,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.9,0.1,0.5,0.8,0.4,0.7,29.38,929.1,4315.3,1784.21,21.04,338.1244,240.9046,97.2198,60.5705,22.4088,38.1617,398.6949,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.901883,0.571595,0.330288,0.736739
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.9_ec0.1_td0.9_ed0.9,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.9,0.1,0.9,0.9,0,0.8,29.38,929.1,4315.3,1784.21,21.04,380.9342,272.109,108.8251,56.1664,20.9474,35.219,437.1006,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.901883,0.901537,0.000346,0.90171
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.1_ec0.9_td0.1_ed0.9,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.1,0.9,0.1,0.9,0,0,29.38,929.1,4315.3,1784.21,21.04,294.7554,209.5741,85.1814,88.1077,32.5739,55.5339,382.8631,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.245726,0.245726,0,0.245726
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.8_ec0.3_td0.5_ed0.9,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.8,0.3,0.5,0.9,0.3,0.6,29.38,929.1,4315.3,1784.21,21.04,336.484,239.6008,96.8831,63.8701,23.5559,40.3142,400.3541,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.820522,0.570103,0.250419,0.6953125
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.5_ec0.6_td0.4_ed0.7,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.5,0.6,0.4,0.7,0.1,0.1,29.38,929.1,4315.3,1784.21,21.04,328.2659,233.9396,94.3263,71.8065,26.5161,45.2904,400.0724,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.575575,0.492892,0.082683,0.5342335
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.2_ec0.3_td0.1_ed0.4,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.2,0.3,0.1,0.4,0.1,0.1,29.38,929.1,4315.3,1784.21,21.04,307.5831,220.7201,86.8631,76.9334,28.094,48.8394,384.5165,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.350296,0.270456,0.07984,0.310376
USA_TX_San.Antonio-Kelly.AFB.722535_TMY3_tc0.4_ec0.5_td0.3_ed0.7,USA_TX_San.Antonio-Kelly.AFB.722535_TMY3,0.4,0.5,0.3,0.7,0.1,0.2,29.38,929.1,4315.3,1784.21,21.04,318.401,226.9373,91.4637,73.9465,27.2164,46.73,392.3475,1729.97,671.16,21.04,-13.9,40,62.08,3.9,0.499023,0.413018,0.086005,0.4560205
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.6_ec0.3_td0.3_ed0.3,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.6,0.3,0.3,0.3,0.3,0,29.53,980.1,3929.7,1721.78,20.12,287.0167,189.3122,97.7046,56.1057,18.0448,38.061,343.1224,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.660822,0.427877,0.232945,0.5443495
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.6_ec0.2_td0.4_ed0.6,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.6,0.2,0.4,0.6,0.2,0.4,29.53,980.1,3929.7,1721.78,20.12,289.7059,190.1703,99.5356,54.7612,17.5898,37.1714,344.4671,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.664027,0.495226,0.168801,0.5796265
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.9_ec0.1_td0.1_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.9,0.1,0.1,0.9,0.8,0.8,29.53,980.1,3929.7,1721.78,20.12,258.354,168.1084,90.2457,54.8852,17.1842,37.701,313.2392,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.901883,0.245726,0.656157,0.5738045
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.1_ec0.1_td0.1_ed0.1,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.1,0.1,0.1,0.1,0,0,29.53,980.1,3929.7,1721.78,20.12,276.8442,184.1018,92.7425,63.7718,20.6817,43.0901,340.616,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.285257,0.285257,0,0.285257
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.4_ec0.6_td0.3_ed0.7,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.4,0.6,0.3,0.7,0.1,0.1,29.53,980.1,3929.7,1721.78,20.12,278.4362,182.2439,96.1923,62.8031,20.3423,42.4608,341.2393,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.495226,0.413018,0.082208,0.454122
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.8_ec0.6_td0.7_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.8,0.6,0.7,0.9,0.1,0.3,29.53,980.1,3929.7,1721.78,20.12,316.1037,208.3403,107.7634,51.8516,16.637,35.2146,367.9553,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.818839,0.734382,0.084457,0.7766105
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.9_ec0.9_td0.9_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.9,0.9,0.9,0.9,0,0,29.53,980.1,3929.7,1721.78,20.12,338.4144,224.3031,114.1113,49.7873,15.9902,33.7971,388.2017,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.901537,0.901537,0,0.901537
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.7_ec0.2_td0.2_ed0.6,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.7,0.2,0.2,0.6,0.5,0.4,29.53,980.1,3929.7,1721.78,20.12,272.0115,178.2358,93.7757,56.001,17.76,38.241,328.0125,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.741935,0.33689,0.405045,0.5394125
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.6_ec0.8_td0.2_ed0.8,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.6,0.8,0.2,0.8,0.4,0,29.53,980.1,3929.7,1721.78,20.12,268.2015,175.0485,93.153,62.3915,19.8983,42.4932,330.593,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.652613,0.329176,0.323437,0.4908945
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.4_ec0.4_td0.3_ed0.5,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.4,0.4,0.3,0.5,0.1,0.1,29.53,980.1,3929.7,1721.78,20.12,282.0935,185.2648,96.8287,60.6266,19.6305,40.996,342.7201,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.501529,0.420223,0.081306,0.460876
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.8_ec0.6_td0.3_ed0.6,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.8,0.6,0.3,0.6,0.5,0,29.53,980.1,3929.7,1721.78,20.12,280.9689,184.277,96.6919,56.2109,17.8226,38.3882,337.1798,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.818839,0.415561,0.403278,0.6172
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.6_ec0.4_td0.4_ed0.7,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.6,0.4,0.4,0.7,0.2,0.3,29.53,980.1,3929.7,1721.78,20.12,288.1199,188.8946,99.2254,56.584,18.1721,38.4119,344.7039,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.659248,0.492892,0.166356,0.57607
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.5_ec0.5_td0.2_ed0.7,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.5,0.5,0.2,0.7,0.3,0.2,29.53,980.1,3929.7,1721.78,20.12,269.7242,176.3432,93.3809,61.709,19.7735,41.9355,331.4332,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.577491,0.332617,0.244874,0.455054
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.7_ec0.2_td0.5_ed0.5,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.7,0.2,0.5,0.5,0.2,0.3,29.53,980.1,3929.7,1721.78,20.12,300.7296,197.8685,102.8611,52.1289,16.7802,35.3488,352.8585,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.741935,0.577491,0.164444,0.659713
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.1_ec0.2_td0.1_ed0.7,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.1,0.2,0.1,0.7,0,0.5,29.53,980.1,3929.7,1721.78,20.12,260.4562,170.0705,90.3856,67.4034,21.7056,45.6978,327.8596,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.280975,0.254098,0.026877,0.2675365
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.9_ec0.1_td0.9_ed0.1,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.9,0.1,0.9,0.1,0,0,29.53,980.1,3929.7,1721.78,20.12,344.1931,227.3047,116.8884,44.8179,14.6741,30.1438,389.011,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.901883,0.901883,0,0.901883
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.1_ec0.1_td0.1_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.1,0.1,0.1,0.9,0,0.8,29.53,980.1,3929.7,1721.78,20.12,256.9763,167.09,89.8863,66.4873,21.2899,45.1975,323.4636,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.285257,0.245726,0.039531,0.2654915
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.9_ec0.9_td0.1_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.9,0.9,0.1,0.9,0.8,0,29.53,980.1,3929.7,1721.78,20.12,258.3225,168.0884,90.234,60.3426,18.7343,41.6083,318.6651,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.901537,0.245726,0.655811,0.5736315
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.3_ec0.3_td0.3_ed0.8,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.3,0.3,0.3,0.8,0,0.5,29.53,980.1,3929.7,1721.78,20.12,276.76,180.8667,95.8933,62.1089,20.0775,42.0314,338.8689,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.427877,0.409899,0.017978,0.418888
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.7_ec0.2_td0.5_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.7,0.2,0.5,0.9,0.2,0.7,29.53,980.1,3929.7,1721.78,20.12,295.4989,193.7791,101.7198,52.741,16.8927,35.8484,348.2399,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.741935,0.570103,0.171832,0.656019
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.7_ec0.5_td0.3_ed0.8,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.7,0.5,0.3,0.8,0.4,0.3,29.53,980.1,3929.7,1721.78,20.12,277.504,181.4246,96.0793,57.3919,18.2428,39.1491,334.8959,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.738268,0.409899,0.328369,0.5740835
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.9_ec0.1_td0.1_ed0.1,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.9,0.1,0.1,0.1,0.8,0,29.53,980.1,3929.7,1721.78,20.12,278.2239,185.1462,93.0778,52.6973,16.7429,35.9543,330.9212,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.901883,0.285257,0.616626,0.59357
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.7_ec0.2_td0.1_ed0.2,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.7,0.2,0.1,0.2,0.6,0,29.53,980.1,3929.7,1721.78,20.12,274.3019,181.8295,92.4724,56.1575,17.8537,38.3037,330.4594,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.741935,0.280975,0.46096,0.511455
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.9_ec0.1_td0.5_ed0.8,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.9,0.1,0.5,0.8,0.4,0.7,29.53,980.1,3929.7,1721.78,20.12,297.0263,194.9637,102.0626,49.5541,15.8601,33.6941,346.5804,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.901883,0.571595,0.330288,0.736739
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.1_ec0.9_td0.1_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.1,0.9,0.1,0.9,0,0,29.53,980.1,3929.7,1721.78,20.12,256.5984,166.8258,89.7726,76.0356,24.8567,51.1789,332.634,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.245726,0.245726,0,0.245726
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.8_ec0.3_td0.5_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.8,0.3,0.5,0.9,0.3,0.6,29.53,980.1,3929.7,1721.78,20.12,295.6762,193.9166,101.7596,52.2823,16.6819,35.6004,347.9585,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.820522,0.570103,0.250419,0.6953125
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.9_ec0.1_td0.9_ed0.9,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.9,0.1,0.9,0.9,0,0.8,29.53,980.1,3929.7,1721.78,20.12,338.5353,224.3885,114.1468,45.6415,14.799,30.8425,384.1768,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.901883,0.901537,0.000346,0.90171
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.2_ec0.3_td0.1_ed0.4,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.2,0.3,0.1,0.4,0.1,0.1,29.53,980.1,3929.7,1721.78,20.12,267.3948,176.0129,91.382,65.7897,21.2791,44.5106,333.1845,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.350296,0.270456,0.07984,0.310376
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.5_ec0.6_td0.4_ed0.7,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.5,0.6,0.4,0.7,0.1,0.1,29.53,980.1,3929.7,1721.78,20.12,287.8619,188.7027,99.1592,59.6311,19.2829,40.3482,347.493,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.575575,0.492892,0.082683,0.5342335
USA_TX_Wichita.Falls.723510_TMY2_tc0.6_ec0.3_td0.3_ed0.3,USA_TX_Wichita.Falls.723510_TMY2,0.6,0.3,0.3,0.3,0.3,0,33.97,1815.7,3276.5,1803.46,17.09,246.6537,187.6962,58.9575,179.8075,66.9235,112.884,426.4612,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.660822,0.427877,0.232945,0.5443495
USA_TX_San.Antonio.Intl.AP.722530_TMY_tc0.4_ec0.5_td0.3_ed0.7,USA_TX_San.Antonio.Intl.AP.722530_TMY,0.4,0.5,0.3,0.7,0.1,0.2,29.53,980.1,3929.7,1721.78,20.12,278.464,182.2634,96.2006,61.9932,20.0483,41.9449,340.4572,1599.1,661.06,20.12,-4.4,37.8,65.68,4.46,0.499023,0.413018,0.086005,0.4560205
USA_TX_Wichita.Falls.723510_TMY2_tc0.6_ec0.2_td0.4_ed0.6,USA_TX_Wichita.Falls.723510_TMY2,0.6,0.2,0.4,0.6,0.2,0.4,33.97,1815.7,3276.5,1803.46,17.09,249.8146,189.4371,60.3775,176.0125,65.4299,110.5826,425.8271,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.664027,0.495226,0.168801,0.5796265
USA_TX_Wichita.Falls.723510_TMY2_tc0.9_ec0.1_td0.1_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.9,0.1,0.1,0.9,0.8,0.8,33.97,1815.7,3276.5,1803.46,17.09,219.7614,166.2838,53.4776,170.907,62.595,108.312,390.6684,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.901883,0.245726,0.656157,0.5738045
USA_TX_Wichita.Falls.723510_TMY2_tc0.1_ec0.1_td0.1_ed0.1,USA_TX_Wichita.Falls.723510_TMY2,0.1,0.1,0.1,0.1,0,0,33.97,1815.7,3276.5,1803.46,17.09,235.2329,180.1747,55.0583,205.9372,76.9581,128.979,441.1701,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.285257,0.285257,0,0.285257
USA_TX_Wichita.Falls.723510_TMY2_tc0.4_ec0.6_td0.3_ed0.7,USA_TX_Wichita.Falls.723510_TMY2,0.4,0.6,0.3,0.7,0.1,0.1,33.97,1815.7,3276.5,1803.46,17.09,238.3333,180.5629,57.7704,201.5375,75.8022,125.7353,439.8708,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.495226,0.413018,0.082208,0.454122
USA_TX_Wichita.Falls.723510_TMY2_tc0.9_ec0.9_td0.9_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.9,0.9,0.9,0.9,0,0,33.97,1815.7,3276.5,1803.46,17.09,299.0708,227.2825,71.7883,160.0399,59.6521,100.3878,459.1107,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.901537,0.901537,0,0.901537
USA_TX_Wichita.Falls.723510_TMY2_tc0.8_ec0.6_td0.7_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.8,0.6,0.7,0.9,0.1,0.3,33.97,1815.7,3276.5,1803.46,17.09,276.609,209.8242,66.7847,166.5736,62.0377,104.5359,443.1826,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.818839,0.734382,0.084457,0.7766105
USA_TX_Wichita.Falls.723510_TMY2_tc0.7_ec0.2_td0.2_ed0.6,USA_TX_Wichita.Falls.723510_TMY2,0.7,0.2,0.2,0.6,0.5,0.4,33.97,1815.7,3276.5,1803.46,17.09,232.5779,176.5523,56.0256,177.5578,65.4768,112.081,410.1357,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.741935,0.33689,0.405045,0.5394125
USA_TX_Wichita.Falls.723510_TMY2_tc0.6_ec0.8_td0.2_ed0.8,USA_TX_Wichita.Falls.723510_TMY2,0.6,0.8,0.2,0.8,0.4,0,33.97,1815.7,3276.5,1803.46,17.09,228.7598,173.2234,55.5364,197.8392,73.7112,124.128,426.599,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.652613,0.329176,0.323437,0.4908945
USA_TX_Wichita.Falls.723510_TMY2_tc0.4_ec0.4_td0.3_ed0.5,USA_TX_Wichita.Falls.723510_TMY2,0.4,0.4,0.3,0.5,0.1,0.1,33.97,1815.7,3276.5,1803.46,17.09,241.755,183.5096,58.2454,194.892,73.1095,121.7825,436.647,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.501529,0.420223,0.081306,0.460876
USA_TX_Wichita.Falls.723510_TMY2_tc0.5_ec0.5_td0.2_ed0.7,USA_TX_Wichita.Falls.723510_TMY2,0.5,0.5,0.2,0.7,0.3,0.2,33.97,1815.7,3276.5,1803.46,17.09,230.0597,174.381,55.6787,196.6142,73.351,123.2632,426.6739,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.577491,0.332617,0.244874,0.455054
USA_TX_Wichita.Falls.723510_TMY2_tc0.8_ec0.6_td0.3_ed0.6,USA_TX_Wichita.Falls.723510_TMY2,0.8,0.6,0.3,0.6,0.5,0,33.97,1815.7,3276.5,1803.46,17.09,241.4722,183.2208,58.2514,178.5791,66.068,112.5111,420.0513,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.818839,0.415561,0.403278,0.6172
USA_TX_Wichita.Falls.723510_TMY2_tc0.7_ec0.2_td0.5_ed0.5,USA_TX_Wichita.Falls.723510_TMY2,0.7,0.2,0.5,0.5,0.2,0.3,33.97,1815.7,3276.5,1803.46,17.09,260.8421,197.8825,62.9595,167.2248,62.1525,105.0723,428.0669,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.741935,0.577491,0.164444,0.659713
USA_TX_Wichita.Falls.723510_TMY2_tc0.1_ec0.2_td0.1_ed0.7,USA_TX_Wichita.Falls.723510_TMY2,0.1,0.2,0.1,0.7,0,0.5,33.97,1815.7,3276.5,1803.46,17.09,220.4454,167.083,53.3624,216.5772,80.9159,135.6613,437.0226,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.280975,0.254098,0.026877,0.2675365
USA_TX_Wichita.Falls.723510_TMY2_tc0.6_ec0.4_td0.4_ed0.7,USA_TX_Wichita.Falls.723510_TMY2,0.6,0.4,0.4,0.7,0.2,0.3,33.97,1815.7,3276.5,1803.46,17.09,248.2856,188.1503,60.1353,181.7654,67.7354,114.03,430.051,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.659248,0.492892,0.166356,0.57607
USA_TX_Wichita.Falls.723510_TMY2_tc0.9_ec0.1_td0.9_ed0.1,USA_TX_Wichita.Falls.723510_TMY2,0.9,0.1,0.9,0.1,0,0,33.97,1815.7,3276.5,1803.46,17.09,304.9352,230.782,74.1532,142.5258,53.289,89.2369,447.461,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.901883,0.901883,0,0.901883
USA_TX_Wichita.Falls.723510_TMY2_tc0.1_ec0.1_td0.1_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.1,0.1,0.1,0.9,0,0.8,33.97,1815.7,3276.5,1803.46,17.09,217.2704,164.2313,53.0391,213.6065,79.396,134.2105,430.8769,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.285257,0.245726,0.039531,0.2654915
USA_TX_Wichita.Falls.723510_TMY2_tc0.9_ec0.9_td0.1_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.9,0.9,0.1,0.9,0.8,0,33.97,1815.7,3276.5,1803.46,17.09,219.6523,166.2027,53.4496,187.6733,68.8328,118.8404,407.3256,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.901537,0.245726,0.655811,0.5736315
USA_TX_Wichita.Falls.723510_TMY2_tc0.3_ec0.3_td0.3_ed0.8,USA_TX_Wichita.Falls.723510_TMY2,0.3,0.3,0.3,0.8,0,0.5,33.97,1815.7,3276.5,1803.46,17.09,236.63,179.0939,57.5361,200.1755,74.9761,125.1994,436.8055,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.427877,0.409899,0.017978,0.418888
USA_TX_Wichita.Falls.723510_TMY2_tc0.7_ec0.5_td0.3_ed0.8,USA_TX_Wichita.Falls.723510_TMY2,0.7,0.5,0.3,0.8,0.4,0.3,33.97,1815.7,3276.5,1803.46,17.09,238.0709,180.2919,57.779,182.6578,67.6609,114.9969,420.7287,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.738268,0.409899,0.328369,0.5740835
USA_TX_Wichita.Falls.723510_TMY2_tc0.7_ec0.2_td0.5_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.7,0.2,0.5,0.9,0.2,0.7,33.97,1815.7,3276.5,1803.46,17.09,255.9414,193.8563,62.0851,169.3732,62.8313,106.5419,425.3146,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.741935,0.570103,0.171832,0.656019
USA_TX_Wichita.Falls.723510_TMY2_tc0.7_ec0.2_td0.1_ed0.2,USA_TX_Wichita.Falls.723510_TMY2,0.7,0.2,0.1,0.2,0.6,0,33.97,1815.7,3276.5,1803.46,17.09,234.1159,179.1009,55.015,177.7973,65.5786,112.2187,411.9132,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.741935,0.280975,0.46096,0.511455
USA_TX_Wichita.Falls.723510_TMY2_tc0.9_ec0.1_td0.1_ed0.1,USA_TX_Wichita.Falls.723510_TMY2,0.9,0.1,0.1,0.1,0.8,0,33.97,1815.7,3276.5,1803.46,17.09,237.9971,182.4805,55.5166,165.8722,60.9663,104.906,403.8693,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.901883,0.285257,0.616626,0.59357
USA_TX_Wichita.Falls.723510_TMY2_tc0.9_ec0.1_td0.5_ed0.8,USA_TX_Wichita.Falls.723510_TMY2,0.9,0.1,0.5,0.8,0.4,0.7,33.97,1815.7,3276.5,1803.46,17.09,257.7879,195.3806,62.4073,157.984,58.4444,99.5396,415.7719,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.901883,0.571595,0.330288,0.736739
USA_TX_Wichita.Falls.723510_TMY2_tc0.9_ec0.1_td0.9_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.9,0.1,0.9,0.9,0,0.8,33.97,1815.7,3276.5,1803.46,17.09,299.2858,227.4527,71.8331,146.2373,54.4311,91.8062,445.5231,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.901883,0.901537,0.000346,0.90171
USA_TX_Wichita.Falls.723510_TMY2_tc0.8_ec0.3_td0.5_ed0.9,USA_TX_Wichita.Falls.723510_TMY2,0.8,0.3,0.5,0.9,0.3,0.6,33.97,1815.7,3276.5,1803.46,17.09,256.2957,194.1526,62.1431,167.2561,61.9659,105.2901,423.5518,1933.57,639,17.09,-13.3,42.8,65.86,5.68,0.820522,0.570103,0.250419,0.6953125
